1.000,0.036,1000,"A15"
0.033,0.036,1100,"A15"
0.030,0.036,1200,"A15"
0.027,0.030,1300,"A15"
0.024,0.027,1400,"A15"
0.021,0.024,1500,"A15"
0.018,0.021,1600,"A15"
0.015,0.018,1700,"A15"
0.012,0.015,1800,"A15"
0.009,0.012,1900,"A15"
0.000,0.009,2000,"A15"
1.000,0.055,900,"A7"
0.050,0.055,1000,"A7"
0.044,0.050,1100,"A7"
0.040,0.044,1200,"A7"
0.032,0.040,1300,"A7"
0.000,0.032,1400,"A7"
